nama_spklu,periode_data,owner_operator,lokasi,jumlah_unit,teknologi
"(TERRA CHARGE) PLAZA KALIBATA",2025,VOLTRON,"JL. RAYA KALIBATA NO.141, RT.3/RW.2, RAWAJATI, KEC. PANCORAN, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12750",2,"MEDIUM CHARGING"
"(TERRA CHARGE) CASABLANCA MANSION",2025,VOLTRON,"JL. RAYA CASABLANCA NO.KAV.9, RT.14/RW.5, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12870",2,"MEDIUM CHARGING"
"(TERRA CHARGE) MTH 27 OFFICE SUITES (B1)",2025,VOLTRON,"MT HARYONO ST NO.KAVLING 27, RT.6/RW.14, KEBON BARU, TEBET, SOUTH JAKARTA CITY, JAKARTA 13630",2,"MEDIUM CHARGING"
"(TERRA CHARGE) MTH 27 OFFICE SUITES (GF)",2025,VOLTRON,"MT HARYONO ST NO.KAVLING 27, RT.6/RW.14, KEBON BARU, TEBET, SOUTH JAKARTA CITY, JAKARTA 13630",2,"MEDIUM CHARGING"
"(TERRA CHARGE) APARTEMEN ELPIS RESIDENCES",2025,VOLTRON,"JL. GUNUNG SAHARI DALAM XI NO.23, RT.18/RW.3, GN. SAHARI UTARA, KECAMATAN SAWAH BESAR, KOTA JAKARTA PUSAT, DKI JAKARTA 10720",2,"MEDIUM CHARGING"
"(TERRA CHARGE) THE GRAND MANSION MENTENG BY THE CREST COLLECTION",2025,VOLTRON,"JL. BOROBUDUR NO.10, PEGANGSAAN, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10320",2,"MEDIUM CHARGING"
"(TERRA CHARGE) SUMMITMAS TOWER",2025,VOLTRON,"KAV. 61-62 JALAN JENDERAL SUDIRMAN KELURAHAN SENAYAN, KEBAYORAN BARU, JAKARTA SELATAS 12190",2,"MEDIUM CHARGING"
"(TERRA CHARGE) ALOFT SOUTH JAKARTA",2025,VOLTRON,"JL. TB SIMATUPANG NO.KAVLING 8, RW.9, CILANDAK TIM., PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12560",1,"MEDIUM CHARGING"
"(TERRA CHARGE) LA VIE ALL SUITES APARTMENT",2025,VOLTRON,"JL. DENPASAR NO.18, RT.6/RW.7, KUNINGAN, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12940",2,"MEDIUM CHARGING"
"(TERRA CHARGE) MENARA DUTA",2025,VOLTRON,"JL. H. R. RASUNA SAID NO.5 KAV B/09, RT.5/RW.1, KUNINGAN, SETIA BUDI, SETIABUDI, SOUTH JAKARTA CITY, JAKARTA 12910",2,"MEDIUM CHARGING"
"(TERRA CHARGE) RA MAMPANG TOWER",2025,VOLTRON,"10, JL. MAMPANG PRAPATAN RAYA NO.66A, RT.9/RW.3, TEGAL PARANG, KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DKI JAKARTA 12790",1,"MEDIUM CHARGING"
"(TERRA CHARGE) HDI HIVE MENTENG",2025,VOLTRON,"JL. PROBOLINGGO NO.18, RT.1/RW.2, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10350",1,"MEDIUM CHARGING"
"(TERRA CHARGE) RA PREMIERE SIMATUPANG",2025,VOLTRON,"JL. INTAN NO.25 1, RT.1/RW.2, CILANDAK BAR., KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12430",1,"MEDIUM CHARGING"
"(TERRA CHARGE) OZONE HOTEL",2025,VOLTRON,"JL. MARINA RAYA NO.40, KAPUK MUARA, KEC. PENJARINGAN, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14460",2,"MEDIUM CHARGING"
"(TERRA CHARGE) WISMA ASIA BCA",2025,VOLTRON,"LETJEN S. PARMAN ST, RT.4/RW.9, SOUTH BAMBU CITY, PALMERAH, WEST JAKARTA CITY, JAKARTA 11420",2,"MEDIUM CHARGING"
"(VOLTRON) BYD HAKA AUTO WARUNG BUNCIT",2025,VOLTRON,"JL. BUNCIT RAYA NO.78-14, RT.10/RW.5, KALIBATA, KEC. PANCORAN, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12740",1,"ULTRA FAST CHARGING"
"(VOLTRON) CENTRAL MARKET PIK",2025,VOLTRON,"KAWASAN PANTAI MAJU, JL, GOLF ISLAND, JL. BOULEVARD RAYA, KAMAL MUARA, KEC. PENJARINGAN, DAERAH KHUSUS IBUKOTA JAKARTA 14470, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) CENTRAL MARKET PIK",2025,VOLTRON,"KAWASAN PANTAI MAJU, JL, GOLF ISLAND, JL. BOULEVARD RAYA, KAMAL MUARA, KEC. PENJARINGAN, DAERAH KHUSUS IBUKOTA JAKARTA 14470, INDONESIA",1,"ULTRA FAST CHARGING"
"(VOLTRON) GEDUNG JAYA",2025,VOLTRON,"GEDUNG JAYA, JL. M.H. THAMRIN NO.12, RT.2/RW.1, KB. SIRIH, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10340",1,"ULTRA FAST CHARGING"
"(VOLTRON) MCDONALD'S SIMATUPANG TANJUNG BARAT",2025,VOLTRON,"JL. NANGKA RAYA, RT.6/RW.5, TJ. BAR., KEC. JAGAKARSA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12530, INDONESIA",1,"ULTRA FAST CHARGING"
"(VOLTRON) MEGA GLODOK KEMAYORAN",2025,VOLTRON,"JL. MALL MGK BLK. D7 NO.3, RW.10, GN. SAHARI SEL., KEC. KEMAYORAN, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10610, INDONESIA",1,"ULTRA FAST CHARGING"
"(VOLTRON) PNM TOWER",2025,VOLTRON,"KANTOR PUSAT PT PERMODALAN NASIONAL MADANI, JL. KUNINGAN MULIA, RT.3/RW.1, MENTENG ATAS, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12980",2,"ULTRA FAST CHARGING"
"(VOLTRON) PAKUBUWONO VIEW",2025,VOLTRON,"JL. SENEN RAYA NO.135 137, RW.2, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10410",2,"STANDART CHARGING"
"(VOLTRON) PAKUBUWONO VIEW",2025,VOLTRON,"JL. SENEN RAYA NO.135 137, RW.2, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10410",2,"MEDIUM CHARGING"
"(VOLTRON) PLAZA SLIPI JAYA",2025,VOLTRON,"JL. ARTERI PD. INDAH NO.12, RT.7/RW.1, KBY. LAMA UTARA, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12240",2,"STANDART CHARGING"
"(VOLTRON) PLAZA SLIPI JAYA",2025,VOLTRON,"JL. ARTERI PD. INDAH NO.12, RT.7/RW.1, KBY. LAMA UTARA, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12240",2,"MEDIUM CHARGING"
"(VOLTRON) PLAZA FESTIVAL",2025,VOLTRON,"JL. K.H. MAS MANSYUR NO.126, KARET TENGSIN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10220",2,"STANDART CHARGING"
"(VOLTRON) PLAZA FESTIVAL",2025,VOLTRON,"JL. K.H. MAS MANSYUR NO.126, KARET TENGSIN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10220",2,"MEDIUM CHARGING"
"(VOLTRON) PLAZA BANK INDEX",2025,VOLTRON,"JL. MEGA KUNINGAN BARAT BLOK KAV.E4.3 NO.1-2, RT.5/RW.2, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"STANDART CHARGING"
"(VOLTRON) PLAZA BANK INDEX",2025,VOLTRON,"JL. MEGA KUNINGAN BARAT BLOK KAV.E4.3 NO.1-2, RT.5/RW.2, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) MENARA THAMRIN",2025,VOLTRON,"JL. H. R. RASUNA SAID NO.KAV. B/4, KUNINGAN, KECAMATAN SETIABUDI, KUNINGAN, DAERAH KHUSUS IBUKOTA JAKARTA 12910",2,"STANDART CHARGING"
"(VOLTRON) MENARA THAMRIN",2025,VOLTRON,"JL. H. R. RASUNA SAID NO.KAV. B/4, KUNINGAN, KECAMATAN SETIABUDI, KUNINGAN, DAERAH KHUSUS IBUKOTA JAKARTA 12910",2,"MEDIUM CHARGING"
"(VOLTRON) ARKADIA GREEN PARK",2025,VOLTRON,"JL. M.H. THAMRIN NO.57, RT.9/RW.5, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10350",2,"STANDART CHARGING"
"(VOLTRON) ARKADIA GREEN PARK",2025,VOLTRON,"JL. M.H. THAMRIN NO.57, RT.9/RW.5, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10350",2,"MEDIUM CHARGING"
"(VOLTRON) AIA CENTRAL",2025,VOLTRON,"JL. M.H. THAMRIN KAV. .3, KEL, RT.2/RW.1, KP. BALI, KEC. TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10250",2,"STANDART CHARGING"
"(VOLTRON) AIA CENTRAL",2025,VOLTRON,"JL. M.H. THAMRIN KAV. .3, KEL, RT.2/RW.1, KP. BALI, KEC. TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10250",2,"MEDIUM CHARGING"
"(VOLTRON) EQUITY TOWER",2025,VOLTRON,"JL. JEND. BASUKI RACHMAT NO.1A, CIPINANG BESAR SEL., KECAMATAN JATINEGARA, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13410",2,"STANDART CHARGING"
"(VOLTRON) EQUITY TOWER",2025,VOLTRON,"JL. JEND. BASUKI RACHMAT NO.1A, CIPINANG BESAR SEL., KECAMATAN JATINEGARA, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13410",2,"MEDIUM CHARGING"
"(VOLTRON) PRUDENTIAL TOWER",2025,VOLTRON,"JL. TB SIMATUPANG NO.88, RT.1/RW.1, KEBAGUSAN, PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12520",2,"STANDART CHARGING"
"(VOLTRON) PRUDENTIAL TOWER",2025,VOLTRON,"JL. TB SIMATUPANG NO.88, RT.1/RW.1, KEBAGUSAN, PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12520",2,"MEDIUM CHARGING"
"(VOLTRON) ALAMANDA TOWER",2025,VOLTRON,"JL. JENDERAL SUDIRMAN NO.KAV. 48A, KARET SEMANGGI, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12930",2,"MEDIUM CHARGING"
"(VOLTRON) TEKNOLOGI KARYA DIGITAL NUSA",2025,VOLTRON,"JL. JENDERAL SUDIRMAN NO.KAV 79, RT.2/RW.2, KUNINGAN, SETIA BUDI, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12910",1,"MEDIUM CHARGING"
"(VOLTRON) SOUTH HILLS",2025,VOLTRON,"JL. ASIA AFRIKA NO.LOT 19, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10270",2,"MEDIUM CHARGING"
"(VOLTRON) MCDONALDS KELAPA GADING",2025,VOLTRON,"JL. MEGA KUNINGAN BARAT NO.1-2 KAV.E.1.2, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) VERDE APARTMENT",2025,VOLTRON,"JL. DR. IDE ANAK AGUNG GDE AGUNG NO.1 KAV.E.1.1, MEGA KUNINGAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) MENARA KARYA",2025,VOLTRON,"JL. DENPASAR RAYA NO.KAV. 5-7, RT.16/RW.4, KUNINGAN, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) 57 PROMENADE APARTMENT",2025,VOLTRON,"JL. BOULEVARD ARTHA GADING NO.KAV. D-01, RT.18/RW.8, KLP. GADING BAR., KEC. KLP. GADING, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14240",2,"MEDIUM CHARGING"
"(VOLTRON) MALL METROPOLITAN",2025,VOLTRON,"JL. H. COKONG NO.KAV 6, RT.3/RW.1, KARET, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12920",2,"MEDIUM CHARGING"
"(VOLTRON) GRAND METROPOLITAN MALL",2025,VOLTRON,"JL. HR. RASUNA SAID KAV. 1-2 BLOK X-5, KELURAHAN KARET, KECAMATAN SETIABUDI, JAKARTA SELATAN, DKI JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) BOTANICA APARTMENT",2025,VOLTRON,"JL. TLK. BETUNG I NO.49, KB. MELATI, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10230",2,"MEDIUM CHARGING"
"(VOLTRON) APARTEMEN MARINA TOWER",2025,VOLTRON,"JL. ARTERI PD. INDAH NO.8, RT.1/RW.2, GROGOL SEL., KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12220",2,"MEDIUM CHARGING"
"(VOLTRON) APARTEMEN AIRLANGGA",2025,VOLTRON,"LJL. M.H. THAMRIN NO.20 8, RT.9/RW.4, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10350",2,"MEDIUM CHARGING"
"(VOLTRON) SPRINGHILLS TERRACE RESIDENCE",2025,VOLTRON,"JL. GOLF ISLAND TIMUR, KAMAL MUARA, DAERAH KHUSUS IBUKOTA JAKARTA 14470",2,"MEDIUM CHARGING"
"(VOLTRON) WASKITA RAJAWALI TOWER",2025,VOLTRON,"JL. PLUIT SAMUDRA II JL. PANTAI MUTIARA, RT.9/RW.5, PLUIT, KEC. PENJARINGAN, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14450",2,"MEDIUM CHARGING"
"(VOLTRON) MCD KELAPA GADING",2025,VOLTRON,"LINGKAR MEGA KUNINGAN NO.5 E.1-2, RT.5/RW.2, KUNINGAN, EAST KUNINGAN, SETIABUDI, SOUTH JAKARTA CITY, JAKARTA 12950",2,"MEDIUM CHARGING"
"(VOLTRON) MCD ALAM SUTERA",2025,VOLTRON,"SPRINGHILL TERRACE RESIDENCES RUAS D7, JL. BENYAMIN SUAEB BLOK D6, RT.12/RW.10, DAERAH KHUSUS IBUKOTA JAKARTA 14410",2,"MEDIUM CHARGING"
"(VOLTRON) MCD BSD SUNBURT",2025,VOLTRON,"MT HARYONO ST KAV. 12-13, RT.4/RW.11, BIDARA CINA, JATINEGARA, EAST JAKARTA CITY, JAKARTA 13330",2,"MEDIUM CHARGING"
"(VOLTRON) MCD GADING SERPONG",2025,VOLTRON,"JL. BOULEVARD ARTHA GADING NO.KAV. D-01, RT.18/RW.8, KLP. GADING BAR., KEC. KLP. GADING, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14240",2,"MEDIUM CHARGING"
"(VOLTRON) MCD MAYJEND SUNGKONO",2025,VOLTRON,"JL. PURI INDAH RAYA BLOK U1 NO.1, RT.3/RW.2, KEMBANGAN SEL., KEC. KEMBANGAN, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11610",1,"ULTRA FAST CHARGING"
"(VOLTRON) MCD SUNTER BARAT",2025,VOLTRON,"JL. LKR. LUAR BARAT NO.40 60, RT.1/RW.14, RAWA BUAYA, CENGKARENG, WEST JAKARTA CITY, JAKARTA 11740",2,"MEDIUM CHARGING"
"(VOLTRON) MCD JATIASIH",2025,VOLTRON,"JL. A NO.49, RT.5/RW.10, RAGUNAN, PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12540",2,"MEDIUM CHARGING"
"(VOLTRON) MCD GRAND WISATA",2025,VOLTRON,"BLOK A3 NO.36, JL. DANAU SUNTER BARAT, SUNTER AGUNG, KEC. TJ. PRIOK, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14350",1,"ULTRA FAST CHARGING"
"(VOLTRON) MCD SALEMBA",2025,VOLTRON,"JL. NANGKA RAYA, RT.6/RW.5, TJ. BAR., KEC. JAGAKARSA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12530",1,"ULTRA FAST CHARGING"
"(VOLTRON) MCD CITRA HARMONI",2025,VOLTRON,"JL. SALEMBA RAYA NO.KAV. 31, RT.1/RW.5, PASEBAN, KEC. SENEN, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10440",2,"MEDIUM CHARGING"
"(VOLTRON) MCD KEBO IWA",2025,VOLTRON,"JL. RAYA PASAR MINGGU NO.29, RT.8/RW.2, PANCORAN, KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12780",1,"ULTRA FAST CHARGING"
"(VOLTRON) MCD OTISTA RAYA",2025,VOLTRON,"JL. KEMANG RAYA NO.10, BANGKA, KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12730",2,"MEDIUM CHARGING"
"(VOLTRON) MCD MARGONDA",2025,VOLTRON,"JL. OTTO ISKANDARDINATA NO.7 KAV.125-127, RT.7/RW.8, BIDARA CINA, KECAMATAN JATINEGARA, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13330",2,"MEDIUM CHARGING"
"(VOLTRON) LIPPO KUNINGAN",2025,VOLTRON,"JL. H. R. RASUNA SAID NO.B12, RT.6/RW.7, KUNINGAN, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12940, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) LIPPO KUNINGAN",2025,VOLTRON,"JL. H. R. RASUNA SAID NO.B12, RT.6/RW.7, KUNINGAN, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12940, INDONESIA",2,"ULTRA FAST CHARGING"
"(VOLTRON) FOOD CENTRUM",2025,VOLTRON,"BLOK BA-BB-BC, RUKO PURI MUTIARA, JL. GRIYA UTAMA, RT.2/RW.5, SUNTER AGUNG, KEC. TJ. PRIOK, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14350, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) FOOD CENTRUM",2025,VOLTRON,"BLOK BA-BB-BC, RUKO PURI MUTIARA, JL. GRIYA UTAMA, RT.2/RW.5, SUNTER AGUNG, KEC. TJ. PRIOK, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14350, INDONESIA",2,"ULTRA FAST CHARGING"
"(VOLTRON) MKG KEMAYORAN",2025,VOLTRON,"GOLF ISLAND, KAWASAN PANTAI MAJU, JL, JL. BOULEVARD RAYA, KAMAL MUARA, KEC. PENJARINGAN, DAERAH KHUSUS IBUKOTA JAKARTA 14470",1,"ULTRA FAST CHARGING"
"(VOLTRON) ARTOTEL GELORA SENAYAN JAKARTA",2025,VOLTRON,"JL. PINTU SATU SENAYAN NO.1 1, RT.1/RW.3, GELORA, KECAMATAN TANAH ABANG, JAKARTA, DKI JAKARTA 10270, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) ARTOTEL GELORA SENAYAN JAKARTA",2025,VOLTRON,"JL. PINTU SATU SENAYAN NO.1 1, RT.1/RW.3, GELORA, KECAMATAN TANAH ABANG, JAKARTA, DKI JAKARTA 10270, INDONESIA",2,"ULTRA FAST CHARGING"
"(VOLTRON) DIPO TOWER",2025,VOLTRON,"JL. DR. IDE ANAK AGUNG GDE AGUNG JL. MEGA KUNINGAN BARAT NO.2 KAV E 4.2, KUNINGAN",1,"ULTRA FAST CHARGING"
"(VOLTRON) INDONESIA DESIGN DISTRICT",2025,VOLTRON,"JL. PINTU SATU SENAYAN NO.1 1, RT.1/RW.3, GELORA, KECAMATAN TANAH ABANG, JAKARTA, DAERAH KHUSUS IBUKOTA JAKARTA 10270",1,"ULTRA FAST CHARGING"
"(VOLTRON) EQUITY TOWER UFC",2025,VOLTRON,"JL. GATOT SUBROTO NO.KAV 50-52, PETAMBURAN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10260",1,"ULTRA FAST CHARGING"
"(VOLTRON) GEDUNG BURSA EFEK INDONESIA",2025,VOLTRON,"GEDUNG BURSA EFEK INDONESIA TOWER 1, JL. JEND. SUDIRMAN KAV 52-53 LANTAI 6, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190, INDONESIA",2,"MEDIUM CHARGING"
"(VOLTRON) GEDUNG BURSA EFEK INDONESIA",2025,VOLTRON,"GEDUNG BURSA EFEK INDONESIA TOWER 1, JL. JEND. SUDIRMAN KAV 52-53 LANTAI 6, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190, INDONESIA",2,"ULTRA FAST CHARGING"
"(STROOM PPI) CENTENNIAL TOWER",2025,VOLTRON,"JL. JEND. SUDIRMAN KAV 52-53 NO.LOT 9, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190",2,"MEDIUM CHARGING"
"(STROOM PPI) CENTENNIAL TOWER",2025,VOLTRON,"JL. JEND. SUDIRMAN KAV 52-53 NO.LOT 9, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190",2,"FAST CHARGING"
"(STROOM PPI) DISCOVERY MALL BALI",2025,VOLTRON,"JL. JENDERAL SUDIRMAN NO.KAV. 33A, RT.3/RW.2, KARET TENGSIN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10220",1,"MEDIUM CHARGING"
"(STROOM PPI) ESSENCE DARMAWANGSA",2025,VOLTRON,"JL. GATOT SUBROTO NO.24-25, KUNINGAN BAR., KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12930",2,"MEDIUM CHARGING"
"(STROOM PPI) ESSENCE DARMAWANGSA",2025,VOLTRON,"JL. GATOT SUBROTO NO.24-25, KUNINGAN BAR., KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12930",1,"FAST CHARGING"
"(STROOM PPI) ICE BSD HALL 1",2025,VOLTRON,"JL. DARMAWANGSA-X NO.86, RT.7/RW.8, CIPETE UTARA, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12150",1,"MEDIUM CHARGING"
"(STROOM PPI) ICE BSD HALL 1",2025,VOLTRON,"JL. DARMAWANGSA-X NO.86, RT.7/RW.8, CIPETE UTARA, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12150",1,"FAST CHARGING"
"(STROOM PPI) MSIG SINARMAS SUDIRMAN",2025,VOLTRON,"JL. DR. IDE ANAK AGUNG GDE AGUNG, RT.5/RW.2, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",1,"MEDIUM CHARGING"
"(STROOM PPI) MSIG SINARMAS SUDIRMAN",2025,VOLTRON,"JL. DR. IDE ANAK AGUNG GDE AGUNG, RT.5/RW.2, KUNINGAN, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"ULTRA FAST CHARGING"
"(STROOM PPI) NIFARRO PARK",2025,VOLTRON,"JL. JENDERAL SUDIRMAN NO.21, JAKARTA SELATAN",2,"MEDIUM CHARGING"
"(STROOM PPI) NIFARRO PARK",2025,VOLTRON,"JL. JENDERAL SUDIRMAN NO.21, JAKARTA SELATAN",2,"FAST CHARGING"
"(STROOM PPI) PALACE HOTEL",2025,VOLTRON,"ITS TOWER LT. 3 AT NIFFARO PARK JALAN RAYA PASAR MINGGU NO. 18",1,"MEDIUM CHARGING"
"(STROOM PPI) SCBD PARK",2025,VOLTRON,"JL. SWADARMA 5 NO.59, RT.4/RW.8",1,"MEDIUM CHARGING"
"(STROOM PPI) SCBD PARK",2025,VOLTRON,"JL. SWADARMA 5 NO.59, RT.4/RW.8",1,"FAST CHARGING"
"(DAYAGREEN) SAP ELANG LAUT",2025,VOLTRON,"PT SISTEM AKSESINDO PERDANA ELANG LAUT JL. PANTAI INDAH SELATAN, RUKO ELANG LAUT BLOK C NO.7 JAKARTA UTARA.",1,"STANDART CHARGING"
"(DAYAGREEN) OFFICE 8 SENOPATI",2025,VOLTRON,"JL. SENOPATI NO.8, RT.8/RW.3, SENAYAN, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS JAKARTA",1,"STANDART CHARGING"
"(STARVO) CYBER 2 TOWER",2025,VOLTRON,"CYBER 2 TOWER, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) CYBER 2 TOWER",2025,VOLTRON,"CYBER 2 TOWER, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) ELECTRONIC CITY SCBD",2025,VOLTRON,"ELECTRONIC CITY SCBD, KEBAYORAN BARU, KOTA JAKARTA SELATAN DKI JAKARTA",1,"ULTRA FAST CHARGING"
"(STARVO) ERAJAYA PLAZA",2025,VOLTRON,"ERAJAYA PLAZA, TAMBORA, KOTA JAKARTA BARATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) FIERIS HOTEL",2025,VOLTRON,"FIERIS HOTEL, PULO GADUNG, KOTA JAKARTA TIMURDKI JAKARTA",1,"MEDIUM CHARGING"
